stress_period	sp_length	time_step	study (0 : TS or 1 : SS)	rech
0.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	0.0	0.0025774612426757815
2.0	1.0	1.0	0.0	0.0023691787719726564
3.0	1.0	1.0	0.0	0.0021892242431640627
4.0	1.0	1.0	0.0	0.0020665283203125
5.0	1.0	1.0	0.0	0.0019864959716796877
6.0	1.0	1.0	0.0	0.00189752197265625
7.0	1.0	1.0	0.0	0.00180682373046875
8.0	1.0	1.0	0.0	0.001720062255859375
9.0	1.0	1.0	0.0	0.0016341094970703126
10.0	1.0	1.0	0.0	0.0015497894287109374
11.0	1.0	1.0	0.0	0.001467437744140625
12.0	1.0	1.0	0.0	0.001390228271484375
13.0	1.0	1.0	0.0	0.0013313446044921876
14.0	1.0	1.0	0.0	0.0013128204345703126
15.0	1.0	1.0	0.0	0.0013050079345703126
16.0	1.0	1.0	0.0	0.0012848358154296875
17.0	1.0	1.0	0.0	0.0012703094482421876
18.0	1.0	1.0	0.0	0.00136346435546875
19.0	1.0	1.0	0.0	0.0014403839111328126
20.0	1.0	1.0	0.0	0.0016289215087890625
21.0	1.0	1.0	0.0	0.0017913360595703126
22.0	1.0	1.0	0.0	0.001901275634765625
23.0	1.0	1.0	0.0	0.0019816741943359376
24.0	1.0	1.0	0.0	0.0019909820556640624
25.0	1.0	1.0	0.0	0.0019448394775390624
26.0	1.0	1.0	0.0	0.0018716583251953125
27.0	1.0	1.0	0.0	0.0017853240966796875
28.0	1.0	1.0	0.0	0.0017088470458984375
29.0	1.0	1.0	0.0	0.001643096923828125
30.0	1.0	1.0	0.0	0.0015738067626953126
31.0	1.0	1.0	0.0	0.001500885009765625
32.0	1.0	1.0	0.0	0.0014334564208984375
33.0	1.0	1.0	0.0	0.001385955810546875
34.0	1.0	1.0	0.0	0.001340911865234375
35.0	1.0	1.0	0.0	0.00128472900390625
36.0	1.0	1.0	0.0	0.0012322235107421874
37.0	1.0	1.0	0.0	0.0011892547607421874
38.0	1.0	1.0	0.0	0.001151123046875
39.0	1.0	1.0	0.0	0.0011120758056640625
40.0	1.0	1.0	0.0	0.0010768890380859375
41.0	1.0	1.0	0.0	0.001043701171875
42.0	1.0	1.0	0.0	0.0010072784423828126
43.0	1.0	1.0	0.0	0.000968536376953125
44.0	1.0	1.0	0.0	0.0009302215576171875
45.0	1.0	1.0	0.0	0.00089263916015625
46.0	1.0	1.0	0.0	0.000855316162109375
47.0	1.0	1.0	0.0	0.0008183441162109375
48.0	1.0	1.0	0.0	0.0007816314697265625
49.0	1.0	1.0	0.0	0.0007444915771484375
50.0	1.0	1.0	0.0	0.0007078094482421875
51.0	1.0	1.0	0.0	0.0006728973388671874
52.0	1.0	1.0	0.0	0.00063995361328125
53.0	1.0	1.0	0.0	0.0006089324951171874
54.0	1.0	1.0	0.0	0.0005802459716796875
55.0	1.0	1.0	0.0	0.0005535736083984376
56.0	1.0	1.0	0.0	0.00052874755859375
57.0	1.0	1.0	0.0	0.0005050048828125
58.0	1.0	1.0	0.0	0.0004821014404296875
59.0	1.0	1.0	0.0	0.000460205078125
60.0	1.0	1.0	0.0	0.0004392852783203125
61.0	1.0	1.0	0.0	0.0004196319580078125
62.0	1.0	1.0	0.0	0.0004018707275390625
63.0	1.0	1.0	0.0	0.0003876800537109375
64.0	1.0	1.0	0.0	0.000378936767578125
65.0	1.0	1.0	0.0	0.0003777313232421875
66.0	1.0	1.0	0.0	0.0003844451904296875
67.0	1.0	1.0	0.0	0.0004093170166015625
68.0	1.0	1.0	0.0	0.0004309539794921875
69.0	1.0	1.0	0.0	0.0004598846435546875
70.0	1.0	1.0	0.0	0.000481658935546875
71.0	1.0	1.0	0.0	0.000494720458984375
72.0	1.0	1.0	0.0	0.0005006866455078125
73.0	1.0	1.0	0.0	0.0005016632080078125
74.0	1.0	1.0	0.0	0.000498626708984375
75.0	1.0	1.0	0.0	0.000492431640625
76.0	1.0	1.0	0.0	0.000483734130859375
77.0	1.0	1.0	0.0	0.000473876953125
78.0	1.0	1.0	0.0	0.0004630584716796875
79.0	1.0	1.0	0.0	0.0004512786865234375
80.0	1.0	1.0	0.0	0.0004386444091796875
81.0	1.0	1.0	0.0	0.0004248199462890625
82.0	1.0	1.0	0.0	0.0004103240966796875
83.0	1.0	1.0	0.0	0.00039556884765625
84.0	1.0	1.0	0.0	0.0003803863525390625
85.0	1.0	1.0	0.0	0.0003651275634765625
86.0	1.0	1.0	0.0	0.00035003662109375
87.0	1.0	1.0	0.0	0.00033514404296875
88.0	1.0	1.0	0.0	0.00032086181640625
89.0	1.0	1.0	0.0	0.0003068695068359375
90.0	1.0	1.0	0.0	0.000293365478515625
91.0	1.0	1.0	0.0	0.000280242919921875
92.0	1.0	1.0	0.0	0.0002677459716796875
93.0	1.0	1.0	0.0	0.0002552947998046875
94.0	1.0	1.0	0.0	0.0002433013916015625
95.0	1.0	1.0	0.0	0.000232421875
96.0	1.0	1.0	0.0	0.0002222137451171875
97.0	1.0	1.0	0.0	0.0002126312255859375
98.0	1.0	1.0	0.0	0.00020379638671875
99.0	1.0	1.0	0.0	0.0001951446533203125
100.0	1.0	1.0	0.0	0.000186798095703125
101.0	1.0	1.0	0.0	0.000178863525390625
102.0	1.0	1.0	0.0	0.0001714324951171875
103.0	1.0	1.0	0.0	0.0001645965576171875
104.0	1.0	1.0	0.0	0.000157958984375
105.0	1.0	1.0	0.0	0.0001515045166015625
106.0	1.0	1.0	0.0	0.0001451568603515625
107.0	1.0	1.0	0.0	0.000138946533203125
108.0	1.0	1.0	0.0	0.0001329345703125
109.0	1.0	1.0	0.0	0.0001270751953125
110.0	1.0	1.0	0.0	0.0001214447021484375
111.0	1.0	1.0	0.0	0.0001160125732421875
112.0	1.0	1.0	0.0	0.00011102294921875
113.0	1.0	1.0	0.0	0.000106781005859375
114.0	1.0	1.0	0.0	0.0001029205322265625
115.0	1.0	1.0	0.0	9.93194580078125e-05
116.0	1.0	1.0	0.0	9.588623046875e-05
117.0	1.0	1.0	0.0	9.2529296875e-05
118.0	1.0	1.0	0.0	8.91265869140625e-05
119.0	1.0	1.0	0.0	8.58154296875e-05
120.0	1.0	1.0	0.0	8.25653076171875e-05
121.0	1.0	1.0	0.0	7.9376220703125e-05
122.0	1.0	1.0	0.0	7.62786865234375e-05
123.0	1.0	1.0	0.0	7.34405517578125e-05
124.0	1.0	1.0	0.0	7.0892333984375e-05
125.0	1.0	1.0	0.0	6.84661865234375e-05
126.0	1.0	1.0	0.0	6.62078857421875e-05
127.0	1.0	1.0	0.0	6.40106201171875e-05
128.0	1.0	1.0	0.0	6.1676025390625e-05
129.0	1.0	1.0	0.0	5.95855712890625e-05
130.0	1.0	1.0	0.0	5.77545166015625e-05
131.0	1.0	1.0	0.0	5.5877685546875e-05
132.0	1.0	1.0	0.0	5.42449951171875e-05
133.0	1.0	1.0	0.0	5.2734375e-05
134.0	1.0	1.0	0.0	5.1239013671875e-05
135.0	1.0	1.0	0.0	4.974365234375e-05
136.0	1.0	1.0	0.0	4.827880859375e-05
137.0	1.0	1.0	0.0	4.6875e-05
138.0	1.0	1.0	0.0	4.56085205078125e-05
139.0	1.0	1.0	0.0	4.44793701171875e-05
140.0	1.0	1.0	0.0	4.33807373046875e-05
