stress_period	sp_length	time_step	study (0 : TS or 1 : SS)	rech
0.0	1.0	1.0	1.0	0.0006124050902983803
1.0	1000.0	1.0	0.0	0.0005532738814353632
1001.0	1000.0	1.0	0.0	0.000747362394809693
2001.0	1000.0	1.0	0.0	0.0006513826904296611
3001.0	1000.0	1.0	0.0	0.0005765009193420187
4001.0	1000.0	1.0	0.0	0.0006305180086493207
5001.0	1000.0	1.0	0.0	0.0008616396260857294
6001.0	1000.0	1.0	0.0	0.0007108175048827867
7001.0	1000.0	1.0	0.0	0.0004863829596042388
8001.0	1000.0	1.0	0.0	0.00045600654339787516
9001.0	1000.0	1.0	0.0	0.0005261672749519062
10001.0	1000.0	1.0	0.0	0.0005057255096435335
11001.0	1000.0	1.0	0.0	0.0005538252477645622
12001.0	1000.0	1.0	0.0	0.0006835356053858695
13001.0	1000.0	1.0	0.0	0.0007318741169571606
14001.0	1000.0	1.0	0.0	0.0006344792404174557
15001.0	1000.0	1.0	0.0	0.0004693933186530816
16001.0	1000.0	1.0	0.0	0.0006579868998527213
17001.0	1000.0	1.0	0.0	0.0006516747283935284
18001.0	262.0	1.0	0.0	0.0003656782193237134
