stress_period	sp_length	time_step	study (0 : TS or 1 : SS)	rech
0.0	1.0	1.0	1.0	0.0014749853001788673
1.0	177.0	1.0	0.0	0.0005514758923163844
178.0	24.0	1.0	0.0	0.004513611499999999
202.0	328.0	1.0	0.0	0.00031040455365853657
530.0	17.0	1.0	0.0	0.006052443529411765
547.0	19.0	1.0	0.0	0.00548649052631579
566.0	48.0	1.0	0.0	0.0022260860166666667
614.0	232.0	1.0	0.0	0.00042880343215517244
846.0	22.0	1.0	0.0	0.004748069145454545
868.0	40.0	1.0	0.0	0.0026559788600000007
908.0	322.0	1.0	0.0	0.0003209302818633541
1230.0	33.0	1.0	0.0	0.0029732630787878784
1263.0	21.0	1.0	0.0	0.004998745714285714
1284.0	11.0	1.0	0.0	0.0098758
1295.0	12.0	1.0	0.0	0.008265883333333333
1307.0	166.0	1.0	0.0	0.0006161672373493978
1473.0	102.0	1.0	0.0	0.0009689949843137254
1575.0	30.0	1.0	0.0	0.003638362399999999
1605.0	36.0	1.0	0.0	0.0027494666944444445
1641.0	37.0	1.0	0.0	0.0029423291351351358
1678.0	271.0	1.0	0.0	0.0003756888268265684
1949.0	83.0	1.0	0.0	0.0012573533590361445
2032.0	246.0	1.0	0.0	0.00041810885934959354
2278.0	21.0	1.0	0.0	0.0047454190476190474
2299.0	24.0	1.0	0.0	0.0042377885
2323.0	37.0	1.0	0.0	0.002918524189189189
2360.0	22.0	1.0	0.0	0.004636970499999999
2382.0	14.0	1.0	0.0	0.006892219285714285
2396.0	24.0	1.0	0.0	0.004645567000000001
2420.0	229.0	1.0	0.0	0.00045741205502183396
2649.0	42.0	1.0	0.0	0.002390935714285714
2691.0	30.0	1.0	0.0	0.003593522566666667
2721.0	19.0	1.0	0.0	0.0053038964736842106
2740.0	23.0	1.0	0.0	0.0047540168260869565
2763.0	22.0	1.0	0.0	0.00443999240909091
2785.0	20.0	1.0	0.0	0.005191294
2805.0	271.0	1.0	0.0	0.0003826540472324724
3076.0	24.0	1.0	0.0	0.004232123083333334
3100.0	17.0	1.0	0.0	0.00576476705882353
3117.0	29.0	1.0	0.0	0.00382565024137931
3146.0	27.0	1.0	0.0	0.003663942222222222
3173.0	253.0	1.0	0.0	0.0004192272518577075
3426.0	13.0	1.0	0.0	0.007800825469230768
3439.0	14.0	1.0	0.0	0.007008028764285715
3453.0	26.0	1.0	0.0	0.004099310384615385
3479.0	51.0	1.0	0.0	0.0019568375686274506
3530.0	247.0	1.0	0.0	0.00042712318582995945
3777.0	44.0	1.0	0.0	0.0022423043863636365
