stress_period	sp_length	time_step	study (0 : TS or 1 : SS)	rech
0.0	1.0	1.0	1.0	0.0008355622188905548
5480.0	90.0	1.0	0.0	2.2111111111111115e-05
5570.0	90.0	1.0	0.0	0.0006892222222222223
5660.0	90.0	1.0	0.0	0.0012816666666666664
5750.0	90.0	1.0	0.0	0.00012866666666666663
5840.0	90.0	1.0	0.0	0.0014295555555555559
1547.0	90.0	1.0	0.0	0.0021922222222222226
1637.0	90.0	1.0	0.0	0.0017195555555555566
1727.0	90.0	1.0	0.0	6.855555555555555e-05
1817.0	90.0	1.0	0.0	0.00011811111111111112
3733.0	90.0	1.0	0.0	0.002062111111111111
3823.0	90.0	1.0	0.0	0.001736444444444444
3913.0	90.0	1.0	0.0	0.001530333333333334
4003.0	90.0	1.0	0.0	8.766666666666664e-05
13589.0	90.0	1.0	0.0	0.00020266666666666661
13679.0	90.0	1.0	0.0	0.0008921111111111114
13769.0	90.0	1.0	0.0	0.00016411111111111108
13859.0	90.0	1.0	0.0	0.00013922222222222222
4088.0	90.0	1.0	0.0	0.0027500000000000003
4178.0	90.0	1.0	0.0	0.001295444444444445
4268.0	90.0	1.0	0.0	8.42222222222222e-05
4358.0	90.0	1.0	0.0	9.733333333333332e-05
11753.0	90.0	1.0	0.0	0.0018182222222222224
11843.0	90.0	1.0	0.0	0.0014322222222222217
11933.0	90.0	1.0	0.0	3.322222222222222e-05
12023.0	90.0	1.0	0.0	2.3333333333333336e-05
790.0	90.0	1.0	0.0	0.00040688888888888887
880.0	90.0	1.0	0.0	0.0010504444444444446
970.0	90.0	1.0	0.0	0.00016644444444444446
1060.0	90.0	1.0	0.0	0.00011766666666666665
15029.0	90.0	1.0	0.0	0.00038099999999999994
15119.0	90.0	1.0	0.0	0.0010157777777777776
15209.0	90.0	1.0	0.0	0.00015266666666666665
15299.0	90.0	1.0	0.0	5.677777777777778e-05
2971.0	90.0	1.0	0.0	5.577777777777779e-05
3061.0	90.0	1.0	0.0	0.001907222222222223
3151.0	90.0	1.0	0.0	0.0010375555555555557
3241.0	90.0	1.0	0.0	2.233333333333334e-05
2601.0	90.0	1.0	0.0	0.0004987777777777778
2691.0	90.0	1.0	0.0	0.002794444444444445
2781.0	90.0	1.0	0.0	0.001035555555555556
2871.0	90.0	1.0	0.0	7.877777777777775e-05
9535.0	90.0	1.0	0.0	0.00046633333333333325
9625.0	90.0	1.0	0.0	0.0011636666666666661
9715.0	90.0	1.0	0.0	6.122222222222224e-05
9805.0	90.0	1.0	0.0	6.322222222222218e-05
8434.0	90.0	1.0	0.0	0.0011986666666666665
8524.0	90.0	1.0	0.0	0.004101777777777777
8614.0	90.0	1.0	0.0	0.0016787777777777777
