stress_period	sp_length	time_step	study (0 : TS or 1 : SS)	rech
0.0	1.0	1.0	1.0	0.0
1.0	1.0	1.0	0.0	6.301164627075195e-06
2.0	1.0	1.0	0.0	5.8745741844177245e-06
3.0	1.0	1.0	0.0	5.4969191551208495e-06
4.0	1.0	1.0	0.0	5.166292190551758e-06
5.0	1.0	1.0	0.0	4.877090454101562e-06
6.0	1.0	1.0	0.0	4.621207714080811e-06
7.0	1.0	1.0	0.0	4.391968250274658e-06
8.0	1.0	1.0	0.0	4.185736179351806e-06
9.0	1.0	1.0	0.0	4.0038228034973146e-06
10.0	1.0	1.0	0.0	3.844380378723145e-06
11.0	1.0	1.0	0.0	3.7028193473815917e-06
12.0	1.0	1.0	0.0	3.5769939422607422e-06
13.0	1.0	1.0	0.0	3.4641027450561525e-06
14.0	1.0	1.0	0.0	3.361821174621582e-06
15.0	1.0	1.0	0.0	3.269076347351074e-06
16.0	1.0	1.0	0.0	3.183484077453613e-06
17.0	1.0	1.0	0.0	3.10361385345459e-06
18.0	1.0	1.0	0.0	3.0292272567749025e-06
19.0	1.0	1.0	0.0	2.960205078125e-06
20.0	1.0	1.0	0.0	2.8967857360839845e-06
21.0	1.0	1.0	0.0	2.8374195098876953e-06
22.0	1.0	1.0	0.0	2.7823448181152344e-06
23.0	1.0	1.0	0.0	2.7309656143188475e-06
24.0	1.0	1.0	0.0	2.683401107788086e-06
25.0	1.0	1.0	0.0	2.6398897171020507e-06
26.0	1.0	1.0	0.0	2.60007381439209e-06
27.0	1.0	1.0	0.0	2.563953399658203e-06
28.0	1.0	1.0	0.0	2.530932426452637e-06
29.0	1.0	1.0	0.0	2.5048255920410157e-06
30.0	1.0	1.0	0.0	2.493739128112793e-06
31.0	1.0	1.0	0.0	2.492666244506836e-06
32.0	1.0	1.0	0.0	2.497434616088867e-06
33.0	1.0	1.0	0.0	2.506732940673828e-06
34.0	1.0	1.0	0.0	2.5161504745483398e-06
35.0	1.0	1.0	0.0	2.522587776184082e-06
36.0	1.0	1.0	0.0	2.5249719619750978e-06
37.0	1.0	1.0	0.0	2.523183822631836e-06
38.0	1.0	1.0	0.0	2.5169849395751954e-06
39.0	1.0	1.0	0.0	2.507805824279785e-06
40.0	1.0	1.0	0.0	2.4971961975097657e-06
41.0	1.0	1.0	0.0	2.485156059265137e-06
42.0	1.0	1.0	0.0	2.471446990966797e-06
43.0	1.0	1.0	0.0	2.4570226669311524e-06
44.0	1.0	1.0	0.0	2.441525459289551e-06
45.0	1.0	1.0	0.0	2.426266670227051e-06
46.0	1.0	1.0	0.0	2.4112462997436524e-06
47.0	1.0	1.0	0.0	2.3950338363647462e-06
48.0	1.0	1.0	0.0	2.379298210144043e-06
49.0	1.0	1.0	0.0	2.3636817932128906e-06
50.0	1.0	1.0	0.0	2.3474693298339844e-06
51.0	1.0	1.0	0.0	2.330899238586426e-06
52.0	1.0	1.0	0.0	2.3161172866821287e-06
53.0	1.0	1.0	0.0	2.305269241333008e-06
54.0	1.0	1.0	0.0	2.2983551025390626e-06
55.0	1.0	1.0	0.0	2.2913217544555664e-06
56.0	1.0	1.0	0.0	2.2840499877929688e-06
57.0	1.0	1.0	0.0	2.2759437561035155e-06
58.0	1.0	1.0	0.0	2.267003059387207e-06
59.0	1.0	1.0	0.0	2.2571086883544923e-06
60.0	1.0	1.0	0.0	2.24614143371582e-06
61.0	1.0	1.0	0.0	2.2342205047607423e-06
62.0	1.0	1.0	0.0	2.222299575805664e-06
63.0	1.0	1.0	0.0	2.2104978561401366e-06
64.0	1.0	1.0	0.0	2.1970272064208984e-06
65.0	1.0	1.0	0.0	2.182602882385254e-06
66.0	1.0	1.0	0.0	2.1698474884033205e-06
67.0	1.0	1.0	0.0	2.15756893157959e-06
68.0	1.0	1.0	0.0	2.144932746887207e-06
69.0	1.0	1.0	0.0	2.132773399353027e-06
70.0	1.0	1.0	0.0	2.119898796081543e-06
71.0	1.0	1.0	0.0	2.1058320999145507e-06
72.0	1.0	1.0	0.0	2.0915269851684572e-06
73.0	1.0	1.0	0.0	2.0781755447387695e-06
74.0	1.0	1.0	0.0	2.0638704299926756e-06
75.0	1.0	1.0	0.0	2.0498037338256836e-06
76.0	1.0	1.0	0.0	2.037763595581055e-06
77.0	1.0	1.0	0.0	2.0264387130737303e-06
78.0	1.0	1.0	0.0	2.015829086303711e-06
79.0	1.0	1.0	0.0	2.0059347152709963e-06
80.0	1.0	1.0	0.0	1.9948482513427736e-06
81.0	1.0	1.0	0.0	1.984119415283203e-06
82.0	1.0	1.0	0.0	1.9733905792236326e-06
83.0	1.0	1.0	0.0	1.9626617431640623e-06
84.0	1.0	1.0	0.0	1.9527673721313477e-06
85.0	1.0	1.0	0.0	1.943230628967285e-06
86.0	1.0	1.0	0.0	1.9335746765136717e-06
87.0	1.0	1.0	0.0	1.9234418869018557e-06
88.0	1.0	1.0	0.0	1.9131898880004882e-06
89.0	1.0	1.0	0.0	1.9021034240722656e-06
90.0	1.0	1.0	0.0	1.8900632858276368e-06
91.0	1.0	1.0	0.0	1.8782615661621094e-06
92.0	1.0	1.0	0.0	1.866459846496582e-06
93.0	1.0	1.0	0.0	5.246520042419434e-06
94.0	1.0	1.0	0.0	1.5285134315490723e-05
95.0	1.0	1.0	0.0	6.059050559997558e-06
96.0	1.0	1.0	0.0	4.187941551208496e-06
97.0	1.0	1.0	0.0	3.3240318298339844e-06
98.0	1.0	1.0	0.0	2.857208251953125e-06
99.0	1.0	1.0	0.0	2.608656883239746e-06
100.0	1.0	1.0	0.0	2.4665594100952147e-06
101.0	1.0	1.0	0.0	2.381443977355957e-06
102.0	1.0	1.0	0.0	2.3262500762939452e-06
103.0	1.0	1.0	0.0	2.285480499267578e-06
104.0	1.0	1.0	0.0	2.2515058517456055e-06
105.0	1.0	1.0	0.0	2.2183656692504885e-06
106.0	1.0	1.0	0.0	2.1859407424926758e-06
107.0	1.0	1.0	0.0	2.155303955078125e-06
108.0	1.0	1.0	0.0	2.1251440048217776e-06
109.0	1.0	1.0	0.0	2.392411231994629e-06
110.0	1.0	1.0	0.0	2.546191215515137e-06
111.0	1.0	1.0	0.0	2.4001598358154297e-06
112.0	1.0	1.0	0.0	2.292633056640625e-06
113.0	1.0	1.0	0.0	2.220511436462402e-06
114.0	1.0	1.0	0.0	2.170085906982422e-06
115.0	1.0	1.0	0.0	2.9616355895996095e-06
116.0	1.0	1.0	0.0	5.197644233703613e-06
117.0	1.0	1.0	0.0	3.4537315368652345e-06
118.0	1.0	1.0	0.0	2.8556585311889646e-06
119.0	1.0	1.0	0.0	2.6930570602416993e-06
120.0	1.0	1.0	0.0	2.556443214416504e-06
121.0	1.0	1.0	0.0	2.4510622024536133e-06
122.0	1.0	1.0	0.0	2.3779869079589844e-06
123.0	1.0	1.0	0.0	9.124159812927246e-06
124.0	1.0	1.0	0.0	2.6906609535217286e-05
125.0	1.0	1.0	0.0	1.0274648666381836e-05
126.0	1.0	1.0	0.0	4.931807518005371e-06
127.0	1.0	1.0	0.0	3.9920806884765624e-06
128.0	1.0	1.0	0.0	3.681182861328125e-06
129.0	1.0	1.0	0.0	3.4972429275512695e-06
130.0	1.0	1.0	0.0	3.349900245666504e-06
131.0	1.0	1.0	0.0	3.2128095626831055e-06
132.0	1.0	1.0	0.0	3.0843019485473634e-06
133.0	1.0	1.0	0.0	2.9631853103637694e-06
134.0	1.0	1.0	0.0	2.8491020202636717e-06
135.0	1.0	1.0	0.0	2.883791923522949e-06
136.0	1.0	1.0	0.0	3.281593322753906e-06
137.0	1.0	1.0	0.0	3.1511783599853517e-06
138.0	1.0	1.0	0.0	2.98762321472168e-06
139.0	1.0	1.0	0.0	2.8706789016723632e-06
140.0	1.0	1.0	0.0	2.775430679321289e-06
141.0	1.0	1.0	0.0	2.6892423629760743e-06
142.0	1.0	1.0	0.0	2.6084184646606446e-06
143.0	1.0	1.0	0.0	2.532482147216797e-06
144.0	1.0	1.0	0.0	2.4605989456176756e-06
145.0	1.0	1.0	0.0	2.3900270462036132e-06
146.0	1.0	1.0	0.0	2.323150634765625e-06
147.0	1.0	1.0	0.0	8.837938308715821e-06
148.0	1.0	1.0	0.0	7.066428661346435e-05
149.0	1.0	1.0	0.0	1.279008388519287e-05
150.0	1.0	1.0	0.0	6.731271743774414e-06
151.0	1.0	1.0	0.0	5.665183067321778e-06
152.0	1.0	1.0	0.0	5.205750465393066e-06
153.0	1.0	1.0	0.0	4.839301109313965e-06
154.0	1.0	1.0	0.0	4.497170448303223e-06
155.0	1.0	1.0	0.0	4.183769226074218e-06
156.0	1.0	1.0	0.0	3.902316093444824e-06
157.0	1.0	1.0	0.0	3.651738166809082e-06
158.0	1.0	1.0	0.0	3.42714786529541e-06
159.0	1.0	1.0	0.0	3.2279491424560546e-06
160.0	1.0	1.0	0.0	3.0515193939208983e-06
161.0	1.0	1.0	0.0	2.8947591781616212e-06
162.0	1.0	1.0	0.0	2.7550458908081055e-06
163.0	1.0	1.0	0.0	2.63059139251709e-06
164.0	1.0	1.0	0.0	2.5185346603393553e-06
165.0	1.0	1.0	0.0	2.4170875549316406e-06
166.0	1.0	1.0	0.0	2.324819564819336e-06
167.0	1.0	1.0	0.0	2.2417306900024414e-06
168.0	1.0	1.0	0.0	2.1712779998779295e-06
169.0	1.0	1.0	0.0	2.296566963195801e-06
170.0	1.0	1.0	0.0	2.333998680114746e-06
171.0	1.0	1.0	0.0	2.2712945938110353e-06
172.0	1.0	1.0	0.0	2.21407413482666e-06
173.0	1.0	1.0	0.0	2.162456512451172e-06
174.0	1.0	1.0	0.0	2.1135807037353516e-06
175.0	1.0	1.0	0.0	2.0639896392822266e-06
