Approx,Chronicle,Site,SubCatch,MSE Test,R2 Test,P Real,P pred,Category,Slope,Elevation,LC,SAR,Area,CV,HV,clusters
0,0,1,1,0.005839328082991999,0.24630346438178402,90,182,D,1.20389807224274,8.93668937683106,319.676414112622,1.00025355815887,1648125,167,211,0
0,0,1,3,0.030917241650723,0.142402135048629,100,182,D,3.1463336944580096,46.627326965332,666.589391704477,1.00075697898865,6120000,0,126,1
0,0,1,4,0.005626795962151,0.07094418865394501,90,182,D,0.827363789081574,7.6747841835022,693.148994505108,1.00016701221466,2480625,393,163,0
0,0,1,5,0.768421716825875,-41.9014440176907,100,50,P,1.7901463508606001,18.9498500823975,930.1089026907761,1.0003254413604699,4173750,164,253,0
0,0,1,6,0.035940358411128,0.07552270644062,100,365,D,2.7827394008636497,59.8542976379395,651.5724222637571,1.00069582462311,3729375,0,67,0
0,0,1,7,0.035375116439191,0.10000562930326401,50,182,D,2.8467602729797403,42.8537483215332,443.95210428267,1.00084936618805,5771250,114,259,1
0,0,1,8,0.00599294869357,0.196105879847503,90,730,D,2.60317087173462,20.961894989013697,597.8946730002559,1.0007292032241801,4545000,277,253,0
0,0,1,9,0.035728283424676,-0.06273823741983901,90,730,D,2.88415479660034,18.8562164306641,784.044799150562,1.00134110450745,6823125,604,303,1
0,0,1,10,0.003147800348822,-0.45521181239605396,365,3652,D,3.87057733535767,45.179256439209006,913.961747153883,1.00147819519043,1288125,0,6,0
0,0,1,11,0.025971946998847997,0.019194777164873,100,330,D,4.142512798309331,50.3615570068359,679.097660372812,1.00201320648193,5608125,0,30,1
0,0,1,12,0.006554462918294001,-0.44158021774049605,330,200,P,3.24198794364929,54.781005859375,631.1641672104149,1.0011130571365399,3256875,0,44,0
0,0,1,13,0.038210661371978996,0.310850335390541,90,150,D,3.14226174354553,71.66827392578129,694.616489221723,1.00114297866821,5833125,0,74,1
0,0,1,14,0.004605558607436,-0.27327711990368897,125,182,D,1.28690373897553,5.821711540222171,338.830697382142,1.00061166286469,1873125,246,202,0
0,0,2,2,0.9554660775379509,-1.2154144384683,21,182,D,2.36130428314209,16.774969100952102,855.355613547343,1.00091433525085,4539375,275,188,0
0,0,2,3,0.12625263197470502,-1.41187494761955,45,3652,D,2.44796347618103,27.656326293945302,672.3238902088269,1.00101029872894,2250000,97,112,0
0,0,2,4,0.00036040374092900004,-3.1621306752283798,3652,3652,G,1.44525647163391,0.6265078783035279,269.89366442697,1.00061619281769,708750,101,82,0
0,0,3,2,0.01213125617907,-26338.648749074302,1,100,D,1.47921144962311,17.2573852539063,651.1561931283641,1.00031006336212,6238125,151,373,1
0,0,3,3,0.008009813443922,-32325.1688845728,1,182,D,1.41093766689301,7.92944431304932,416.034317776397,1.00053691864014,1822500,238,161,0
0,0,3,4,0.009637342910755,-34161.826528006,1,100,D,1.03858029842377,12.2273502349854,732.753984728539,1.00019884109497,3099375,260,204,0
0,0,5,1,0.153719521906383,-0.043921031444684996,60,125,D,2.2449185848236097,48.3275833129883,803.119759055763,1.00040435791016,3650625,0,163,0
0,0,5,3,0.0009633078710560002,-4.832140142854951,3652,3652,G,2.09388875961304,35.3260269165039,560.36734243899,1.00048089027405,2053125,0,81,0
0,0,5,4,0.011696136873610001,-3.32546286958868,150,125,P,4.36158037185669,43.9829216003418,817.560285693785,1.00162959098816,4471875,35,54,0
0,0,5,5,0.000634297818714,0.004692069679529,3652,3652,G,3.46042084693909,38.000907897949205,698.698500194463,1.00125646591187,2469375,0,44,0
0,0,5,6,0.008790033660718,-13.7628904506458,3652,150,P,3.2344579696655296,40.210273742675795,682.192969954975,1.0011160373687702,3858750,0,111,0
0,0,5,7,0.067971677423922,-13.9492913569786,125,75,P,5.36802339553833,21.485008239746104,454.758590460092,1.0041865110397301,3076875,102,132,0
0,0,5,8,0.000697826612128,-0.703387224914461,3652,3652,G,3.8913471698761,17.3180332183838,202.461943719236,1.00149071216583,343125,1,17,0
0,0,5,10,0.004353958734719,0.39365373213119104,125,150,D,4.13551473617554,36.1532974243164,619.4416058103631,1.0016554594039901,4590000,2,144,0
0,0,5,12,0.00925966562352,-3.20558851788221,640,100,P,2.3319764137268097,41.9540557861328,637.739972837863,1.00080704689026,4505625,0,304,0
0,0,5,13,0.009575804436850001,-0.030903612399987998,150,640,D,2.30026316642761,46.2698173522949,526.219944868736,1.00077390670776,6131250,0,424,1
0,0,5,14,0.004077930061571,-1.9965489849073401,3652,182,P,3.99447655677795,26.890928268432603,580.9877618917591,1.00205075740814,6361875,177,265,1
0,0,5,15,0.002646812301079,-0.29989356763621805,250,330,D,4.0110802650451705,32.823947906494105,493.048798504896,1.00171291828156,5557500,129,170,1
0,0,5,16,0.07768268005451201,-0.10051851173683198,75,150,D,1.95110070705414,52.895450592040994,554.422513063192,1.0004096031189,5073750,0,323,1
0,0,5,17,0.01141643820353,-15.528795980636499,3652,125,P,2.83663654327393,8.70133876800537,497.63037669130796,1.00102734565735,1681875,118,96,0
0,0,6,4,0.004948655530597999,0.449172304576088,125,60,P,6.3272609710693395,54.6147575378418,608.648636336964,1.00323450565338,1867500,0,17,0
0,0,6,5,0.026239879960607997,-0.101936982110391,60,150,D,8.32818126678467,51.226222991943395,456.905210402632,1.0062766075134302,4612500,0,30,0
0,0,6,6,0.09206231589288698,-1.09140824274957,90,3652,D,3.59143114089966,37.3797454833984,559.2566104228611,1.00103735923767,3583125,0,90,0
0,0,6,7,0.0017490342281929997,0.32357490225864,200,3652,D,4.11287212371826,36.706138610839794,494.36951876102205,1.0014271736145,2840625,0,26,0
0,0,6,8,0.016469547330735,-1.2346884943487701,125,3652,D,3.8989663124084504,29.6289138793945,520.5259079281681,1.0012607574462902,3054375,8,100,0
0,0,6,9,0.003407576783391,-0.14660162838029503,125,3652,D,3.91911911964417,22.765686035156303,698.259501970489,1.0024949312210099,4786875,174,191,1
0,0,6,12,0.002565545479913,0.20991105005704702,200,100,P,2.5625553131103502,21.7489185333252,568.8563966176561,1.00061428546906,8325000,296,418,1
0,0,6,13,0.004729170683397001,0.020097732678118,125,75,P,5.30260896682739,43.0469627380371,671.887596893318,1.0040534734725999,4905000,200,207,1
0,0,6,14,0.008624894935931,-1.72900578009567,125,3652,D,1.6511029005050701,10.0203142166138,543.043337454297,1.00049102306366,1788750,223,171,0
0,0,7,3,0.00497735772192,-0.347141978608271,150,330,D,4.3795447349548295,43.162410736084006,655.777804760234,1.0021685361862198,3031875,0,13,0
0,0,7,5,0.050354724507752,-1.5005746997506397,100,3652,D,3.7717316150665297,80.6386642456055,412.514060966666,1.0013496875762902,3026250,0,77,0
0,0,7,6,0.021045707527878002,-0.786633843547685,125,3652,D,3.5504310131073,83.2957000732422,498.918446143291,1.0011665821075402,3403125,0,51,0
0,0,7,7,0.06083412553796,-1.51501826526824,60,3652,D,4.74364471435547,68.2827072143555,584.975230386619,1.00310254096985,4618125,0,41,0
0,0,7,8,0.0025851524672950003,-1.75338278091077,3652,3652,G,3.91771101951599,58.4214019775391,709.4157732976711,1.00196993350983,1445625,0,19,0
0,0,7,9,0.965464457660283,-0.8785209535644279,30,365,D,3.1779348850250204,99.78884887695308,621.463789943796,1.00087249279022,3330000,0,75,0
0,0,7,10,0.005559424650503,0.191720053616689,125,75,P,5.20326280593872,30.0442276000977,524.557317855688,1.00293982028961,2368125,43,59,0
0,0,8,1,0.181194431717714,-20.165173032540604,150,50,P,2.320796251297,37.286079406738295,951.801919863141,1.00072586536407,3301875,1,196,0
0,0,8,2,0.000183803570266,0.7465778655034241,3652,3652,G,3.06253290176392,35.3819007873535,694.9514364142971,1.00128841400146,2424375,0,136,0
0,0,8,3,0.004786014750861,0.09120055754687299,125,730,D,3.30219411849976,44.901039123535206,633.85467537457,1.00113236904144,1569375,0,96,0
0,0,8,4,0.038153706508179,-0.685530742332163,75,3652,D,2.4020934104919403,34.424617767334,622.039774937202,1.00085401535034,4432500,0,283,0
0,0,8,5,0.003916789999519,0.479754923990742,150,365,D,2.4814245700836204,39.0761833190918,670.968213634448,1.0008841753006,3420000,0,189,0
0,0,8,6,0.109724767787895,-1.4839062310752902,75,60,P,2.4750545024871804,50.6760177612305,857.5437777096629,1.00054049491882,4550625,0,100,0
0,0,9,2,0.064110216973887,-0.13571896504067898,1,1,G,2.03085613250732,49.379676818847706,698.032984415276,1.0005023479461699,3847500,0,224,0
0,0,9,3,0.027529213642077003,-68.1505618933074,3652,90,P,2.4050977230072,40.617301940918004,592.200528441849,1.0005304813384999,7346250,0,333,1
0,0,9,5,0.008955238945672999,-21.4510891612782,3652,182,P,2.6917076110839804,41.7363052368164,681.584342362802,1.0006493330001802,4848750,0,104,1
0,0,9,6,0.017507924051546,-3.4572781478003902,90,90,G,2.00113344192505,58.8556442260742,689.932851087502,1.00104176998138,4235625,0,291,0
0,0,9,7,0.012362338264084,-14.9149588499215,3652,90,P,1.9607911109924299,49.87580871582029,894.715995883873,1.0003445148468002,1046250,0,21,0
0,0,9,9,0.030627339463803,-20.693923792111896,90,90,G,2.57102108001709,51.399044036865206,620.627464734832,1.0007346868515,3543750,0,132,0
0,0,9,10,0.000186494009922,-1.71771104857314,3652,3652,G,3.1821486949920694,46.5722885131836,801.5917560798069,1.00103724002838,1400625,0,24,0
0,0,9,11,0.0008396312399810001,-0.43916944304869004,3652,3652,G,3.01665830612183,51.932746887207,705.340054246259,1.00106358528137,1923750,0,12,0
0,0,9,13,0.022327747671722003,-22.8894921537039,3652,90,P,2.96820282936096,61.2000961303711,622.203077161201,1.0009622573852501,11666250,0,313,1
0,0,9,14,0.009910484336129,-13.6998347263815,3652,182,P,2.75123023986816,58.071739196777294,588.718790792399,1.00119376182556,2587500,0,76,0
0,0,9,15,0.710365287403105,-0.50628855503051,1,1,G,1.74026143550873,67.98293304443361,871.028948003672,1.00032913684845,1878750,0,93,0
0,0,9,16,0.15726869686617098,-105.893580919912,90,30,P,3.1198818683624303,68.0349197387695,853.5412673170661,1.00364637374878,3206250,0,117,0
0,0,9,19,0.016313281601519,-23.547644148759304,3652,90,P,2.27676033973694,54.2204170227051,465.79647115443197,1.00044298171997,2424375,0,206,0
0,0,9,20,0.029953515842442997,-68.7243587906755,3652,90,P,2.7181982994079603,59.4034652709961,668.318063439479,1.00054776668549,2272500,0,115,0
0,0,9,22,0.005041833539248,-11.8862470496614,3652,182,P,2.5111663341522203,68.853385925293,590.162394258217,1.00047767162323,3740625,0,113,0
0,0,9,23,0.18552692548352398,-132.905929077366,90,90,G,2.03953218460083,60.6980972290039,755.520974021044,1.00035738945007,4421250,0,248,0
0,0,9,25,0.5749966040606961,-2897.91631680609,3652,30,P,2.33468294143677,75.2690963745117,1039.63169948338,1.00044739246368,3003750,0,72,0
0,0,9,26,0.057287144738522006,-81.068355239187,3652,90,P,3.06368923187256,77.5325927734375,881.0625936871401,1.0006891489028902,3796875,0,127,0
0,0,9,27,0.024472856372505004,-44.183711603893606,3652,90,P,3.5256869792938197,73.70208740234379,515.670079358554,1.0011214017868,2160000,0,75,0
0,0,9,30,0.008487835789447,-7.619844516436809,90,182,D,3.59601855278015,29.843673706054698,472.918327207631,1.00215351581573,5040000,0,332,1
0,0,11,2,0.009355519290773,0.383432270109383,150,125,P,2.77414178848267,46.2518539428711,874.768691379808,1.00069224834442,3937500,0,161,0
0,0,11,3,0.000754292990196,0.466192046106591,1500,3652,D,2.12103772163391,28.5625915527344,625.779489442309,1.0003978013992298,4297500,3,194,0
0,0,11,5,0.000353638261328,0.560020238024666,3652,730,P,2.12122654914856,24.357397079467802,577.2281933570671,1.00049877166748,2227500,11,136,0
0,0,11,6,0.012773625549892,0.027502780567201,75,100,D,1.2701886892318701,16.3063831329346,761.838909181902,1.00015377998352,1991250,54,121,0
